# JDCT, time, x, y, z, vx, vy, vz
2443376.147916667, A.D. 1977-Aug-20 15:33:00.0000, -1.066866848728780E+09,  8.645087146375484E+08,  2.728201745645326E+07, -6.613905418681151E+00, -7.531766696921784E+00,  3.948939542756462E-01,
2443377.147916667, A.D. 1977-Aug-21 15:33:00.0000, -1.067438069278000E+09,  8.638578188203764E+08,  2.731612171079832E+07, -6.608835717060338E+00, -7.535247065863632E+00,  3.945507335503518E-01,
2443378.147916667, A.D. 1977-Aug-22 15:33:00.0000, -1.068008862458920E+09,  8.632066241002474E+08,  2.735019644092554E+07, -6.603985048533001E+00, -7.538721831298842E+00,  3.942273082427263E-01,
2443379.147916667, A.D. 1977-Aug-23 15:33:00.0000, -1.068579237847084E+09,  8.625551294305880E+08,  2.738424334333915E+07, -6.599178933838995E+00, -7.542140694973392E+00,  3.938812938240819E-01,
2443380.147916667, A.D. 1977-Aug-24 15:33:00.0000, -1.069149209664164E+09,  8.619033420754390E+08,  2.741826011229342E+07, -6.594635242924177E+00, -7.545557639854987E+00,  3.935614751292564E-01,
2443381.147916667, A.D. 1977-Aug-25 15:33:00.0000, -1.069718793226851E+09,  8.612512557162765E+08,  2.745225174627757E+07, -6.590197368627043E+00, -7.549037163269332E+00,  3.932860598738182E-01,
2443382.147916667, A.D. 1977-Aug-26 15:33:00.0000, -1.070288001462028E+09,  8.605988650536129E+08,  2.748622230496627E+07, -6.585938904465971E+00, -7.552632648671876E+00,  3.930896451227528E-01,
2443383.147916667, A.D. 1977-Aug-27 15:33:00.0000, -1.070856844576387E+09,  8.599461548814774E+08,  2.752018083068848E+07, -6.581725396497059E+00, -7.556430165359374E+00,  3.930032984128875E-01,
2443384.147916667, A.D. 1977-Aug-28 15:33:00.0000, -1.071425321012213E+09,  8.592931072585518E+08,  2.755413656422836E+07, -6.577408705591535E+00, -7.560430989237669E+00,  3.930147636611929E-01,
2443385.147916667, A.D. 1977-Aug-29 15:33:00.0000, -1.071993418930367E+09,  8.586397134031219E+08,  2.758809307446873E+07, -6.573028153187806E+00, -7.564441720653242E+00,  3.930253880955554E-01,
2443386.147916667, A.D. 1977-Aug-30 15:33:00.0000, -1.072561138258828E+09,  8.579859642971160E+08,  2.762205511297542E+07, -6.568576381559435E+00, -7.568666719394470E+00,  3.931428887041419E-01,
2443387.147916667, A.D. 1977-Aug-31 15:33:00.0000, -1.073128461726819E+09,  8.573318464961277E+08,  2.765602812478614E+07, -6.563884448381113E+00, -7.572948726403403E+00,  3.932666770086266E-01,
2443388.147916667, A.D. 1977-Sep-01 15:33:00.0000, -1.073695371489758E+09,  8.566773573437492E+08,  2.769001184731489E+07, -6.558975189304052E+00, -7.577260221148373E+00,  3.933874031754119E-01,
2443389.147916667, A.D. 1977-Sep-02 15:33:00.0000, -1.074261845723183E+09,  8.560224999324851E+08,  2.772400272924948E+07, -6.553832366704829E+00, -7.581453799838987E+00,  3.934252168269308E-01,
2443390.147916667, A.D. 1977-Sep-03 15:33:00.0000, -1.074827867986052E+09,  8.553672876335505E+08,  2.775799241773891E+07, -6.548526776323003E+00, -7.585440764270336E+00,  3.933429985031727E-01,
2443391.147916667, A.D. 1977-Sep-04 15:33:00.0000, -1.075393435370639E+09,  8.547117416433990E+08,  2.779196976272959E+07, -6.543325882482925E+00, -7.589234819059600E+00,  3.931716476710494E-01,
2443392.147916667, A.D. 1977-Sep-05 15:33:00.0000, -1.075958552015653E+09,  8.540558699267535E+08,  2.782593125081086E+07, -6.538064828480722E+00, -7.592942391629317E+00,  3.929527933543069E-01,
2443393.147916667, A.D. 1977-Sep-06 15:33:00.0000, -1.076523216597470E+09,  8.533996891780657E+08,  2.785986822469169E+07, -6.532917600702657E+00, -7.596406575944853E+00,  3.926197302206176E-01,
2443394.147916667, A.D. 1977-Sep-07 15:33:00.0000, -1.077087444444650E+09,  8.527432130774117E+08,  2.789377530635750E+07, -6.527940639476594E+00, -7.599776661725063E+00,  3.922573768780455E-01,
2443395.147916667, A.D. 1977-Sep-08 15:33:00.0000, -1.077651252379939E+09,  8.520864490047494E+08,  2.792765042321998E+07, -6.523196937369258E+00, -7.603107316212562E+00,  3.918984609550504E-01,
2443396.147916667, A.D. 1977-Sep-09 15:33:00.0000, -1.078214657934924E+09,  8.514293962497993E+08,  2.796149583528250E+07, -6.518642636784270E+00, -7.606457281979644E+00,  3.915695495703497E-01,
2443397.147916667, A.D. 1977-Sep-10 15:33:00.0000, -1.078777678737987E+09,  8.507720475177808E+08,  2.799531711300629E+07, -6.514239783624922E+00, -7.609984039890493E+00,  3.913489256361613E-01,
2443398.147916667, A.D. 1977-Sep-11 15:33:00.0000, -1.079340316772547E+09,  8.501143900781255E+08,  2.802912127093494E+07, -6.509807357755103E+00, -7.613554035865139E+00,  3.911491592462362E-01,
2443399.147916667, A.D. 1977-Sep-12 15:33:00.0000, -1.079902580382946E+09,  8.494564217850893E+08,  2.806291028753310E+07, -6.505560975052926E+00, -7.617241537430383E+00,  3.910302432906625E-01,
2443400.147916667, A.D. 1977-Sep-13 15:33:00.0000, -1.080464476283895E+09,  8.487981252939041E+08,  2.809669399639404E+07, -6.501286119544455E+00, -7.621131253932844E+00,  3.910141844188066E-01,
2443401.147916667, A.D. 1977-Sep-14 15:33:00.0000, -1.081025999324579E+09,  8.481394840949935E+08,  2.813048051421911E+07, -6.496897201672563E+00, -7.625212533217818E+00,  3.910883589347014E-01,
